"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-07-11T23:41:29Z"
"Version","20230711234129"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability","From Region Code","Overhead","Region Code","serviceName","To Region Code"
"U98WPQG8JWGJ7AYH","JRTCKXETXF","U98WPQG8JWGJ7AYH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Ohio) Data Transfer for Replication Time Control to EU (Milan)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","US East (Ohio)","AWS Region","EU (Milan)","AWS Region","EUS1-USE2-S3RTC-In-Bytes","",,"us-east-2",,,"Amazon Simple Storage Service","eu-south-1"
"U9BBUMBKC4Z428P8","JRTCKXETXF","U9BBUMBKC4Z428P8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01188 per GB-Month prorated for small objects deleted or overwritten before 30 days in One Zone-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0118800000","USD","Fee","AmazonS3","Europe (Zurich)","AWS Region",,,,"S3:EarlyDelete-ZIA-SmallObjects","Pro-rated fee for small objects deleted before 30 days in One Zone-Infrequent Access volume",,,,,,,,"EUC2-EarlyDelete-ZIA-SmObjects","",,,,"eu-central-2","Amazon Simple Storage Service",
"U9EDHSE3VU4PUXYN","JRTCKXETXF","U9EDHSE3VU4PUXYN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0008 per GB - for bytes returned by S3 Select in Intelligent - Tiering","2023-07-01","0","Inf","GB","0.0008000000","USD",,"AmazonS3","EU (Paris)","AWS Region",,,,,,"S3-API-INT-Select-Returned","Data Returned by S3 Select in Intelligent-Tiering",,,,,,"EUW3-Select-Returned-INT-Bytes","",,,,"eu-west-3","Amazon Simple Storage Service",
"U9FA7S2J7NYWGPJH","JRTCKXETXF","U9FA7S2J7NYWGPJH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Europe (Zurich) Data Transfer for Replication Time Control to EU (Paris)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Europe (Zurich)","AWS Region","EU (Paris)","AWS Region","EUW3-EUC2-S3RTC-In-Bytes","",,"eu-central-2",,,"Amazon Simple Storage Service","eu-west-3"
"U9JGS94S7KWUFZ5B","JRTCKXETXF","U9JGS94S7KWUFZ5B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10 per 1 million objects monitored in S3 Analytics","2023-07-01","0","Inf","Objects","0.0000001000","USD","Fee","AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,"S3-Analytics-ObjectCount","Per object fee for objects included in Analytics",,,,,,,,"APS3-StorageAnalytics-ObjCount","",,,,"ap-south-1","Amazon Simple Storage Service",
"U9PJNZRQM8EVZYRY","JRTCKXETXF","U9PJNZRQM8EVZYRY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036 per 1,000 CompleteMultipartUpload requests to Glacier","2023-07-01","0","Inf","Requests","0.0000360000","USD",,"AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","CompleteMultipartUpload to Glacier",,,,,,"APS3-Requests-GLACIER-Tier1","CompleteMultipartUpload",,,,"ap-south-1","Amazon Simple Storage Service",
"U9WFZ44RHQ7C7J8X","JRTCKXETXF","U9WFZ44RHQ7C7J8X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per API Requests for Requests-INT-AA-Tier5:RestoreObjectBulk in Asia Pacific (Singapore)","2023-07-01","0","Inf","API Requests","0.0000000000","USD",,"AmazonS3","Asia Pacific (Singapore)","AWS Region",,,,,,"S3-API-INT-AA-TIER5","Bulk INT Restore Requests",,,,,,"APS1-Requests-INT-AA-Tier5","RestoreObjectBulk",,,,"ap-southeast-1","Amazon Simple Storage Service",
"U9XW6WB8P5Q7SWTK","JRTCKXETXF","U9XW6WB8P5Q7SWTK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (London) Data Transfer for Replication Time Control to Canada (Central)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (London)","AWS Region","Canada (Central)","AWS Region","CAN1-EUW2-S3RTC-In-Bytes","",,"eu-west-2",,,"Amazon Simple Storage Service","ca-central-1"
"UA3QJ5YNQVB3D5PK","JRTCKXETXF","UA3QJ5YNQVB3D5PK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0025 per GB - Bulk Select Data Returned Bytes","2023-07-01","0","Inf","GB","0.0025000000","USD","Fee","AmazonS3","US West (Oregon)","AWS Region",,,,"S3-Bulk-Select-Returned","Fee for Select Data Returned using Bulk tier",,,,,,,,"USW2-Bulk-Select-Returned-Bytes","",,,,"us-west-2","Amazon Simple Storage Service",
"UA7FJKQXDWPC69GS","JRTCKXETXF","UA7FJKQXDWPC69GS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Paris) InterRegion Inbound Base Data Transfer for MRAP to EU (Stockholm)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Paris)","AWS Region","EU (Stockholm)","AWS Region","EUN1-EUW3-MRAP-In-Bytes","MRAP-Dtransfer",,"eu-west-3",,,"Amazon Simple Storage Service","eu-north-1"
"UA87WPTYMXZXNYWR","JRTCKXETXF","UA87WPTYMXZXNYWR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) Data Transfer for Replication Time Control to US West (Oregon)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Inbound","US West (Oregon)","AWS Region","US West (Oregon)","AWS Region","USW2-USW2-S3RTC-In-Bytes","",,"us-west-2",,,"Amazon Simple Storage Service","us-west-2"
"UA99VUWP94X8H2W7","JRTCKXETXF","UA99VUWP94X8H2W7.JRTCKXETXF.PGHJ3S3EYE","OnDemand","$0.025 per GB - first 50 TB / month of storage used","2023-07-01","0","51200","GB-Mo","0.0250000000","USD","Storage","AmazonS3","Middle East (Bahrain)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"MES1-TimedStorage-ByteHrs","","99.999999999%",,,"me-south-1","Amazon Simple Storage Service",
"UA99VUWP94X8H2W7","JRTCKXETXF","UA99VUWP94X8H2W7.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.024 per GB - next 450 TB / month of storage used","2023-07-01","51200","512000","GB-Mo","0.0240000000","USD","Storage","AmazonS3","Middle East (Bahrain)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"MES1-TimedStorage-ByteHrs","","99.999999999%",,,"me-south-1","Amazon Simple Storage Service",
"UA99VUWP94X8H2W7","JRTCKXETXF","UA99VUWP94X8H2W7.JRTCKXETXF.PXJDJ3YRG3","OnDemand","$0.023 per GB - storage used / month over 500 TB","2023-07-01","512000","Inf","GB-Mo","0.0230000000","USD","Storage","AmazonS3","Middle East (Bahrain)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"MES1-TimedStorage-ByteHrs","","99.999999999%",,,"me-south-1","Amazon Simple Storage Service",
"UAYHSB76S6C77WCZ","JRTCKXETXF","UAYHSB76S6C77WCZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Ireland)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","EU (Ireland)","AWS Region","USE1-EU-S3RTC-Out-Bytes","",,"us-east-1",,,"Amazon Simple Storage Service","eu-west-1"
"UB3EZU43M8MM2HWV","JRTCKXETXF","UB3EZU43M8MM2HWV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0025 per 1 million objects listed in S3 Inventory","2023-07-01","0","Inf","Objects","0.0000000025","USD","Fee","AmazonS3","AWS GovCloud (US-West)","AWS Region",,,,"S3-Inventory-ObjectsListed","Per object fee for objects listed in an Inventory",,,,,,,,"UGW1-Inventory-ObjectsListed","",,,,"us-gov-west-1","Amazon Simple Storage Service",
"UB95CU8R5MN9VSJ2","JRTCKXETXF","UB95CU8R5MN9VSJ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.039 per 1,000 PUT for Replication to Glacier","2023-07-01","0","Inf","Requests","0.0000390000","USD",,"AmazonS3","AWS GovCloud (US-East)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","PUT for Replication to Glacier",,,,,,"UGE1-Requests-GLACIER-Tier1","PutObjectForRepl",,,,"us-gov-east-1","Amazon Simple Storage Service",
"UBHUUCQA2BAWFNFA","JRTCKXETXF","UBHUUCQA2BAWFNFA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Asia Pacific (Osaka) Data Transfer for Replication Time Control to Asia Pacific (Osaka)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Outbound","Asia Pacific (Osaka)","AWS Region","Asia Pacific (Osaka)","AWS Region","APN3-APN3-S3RTC-Out-Bytes","",,"ap-northeast-3",,,"Amazon Simple Storage Service","ap-northeast-3"
"UBKC5TRQPXGX3Z5Y","JRTCKXETXF","UBKC5TRQPXGX3Z5Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - US East (Ohio) Data Transfer for Replication Time Control to US East (N. Virginia)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US East (Ohio)","AWS Region","US East (N. Virginia)","AWS Region","USE2-USE1-S3RTC-Out-Bytes","",,"us-east-2",,,"Amazon Simple Storage Service","us-east-1"
"UBMZUQ8QWBZB4YBP","JRTCKXETXF","UBMZUQ8QWBZB4YBP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - US West (Oregon) InterRegion Inbound Base Data Transfer for MRAP to Canada (Central)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","US West (Oregon)","AWS Region","Canada (Central)","AWS Region","CAN1-USW2-MRAP-In-Bytes","MRAP-Dtransfer",,"us-west-2",,,"Amazon Simple Storage Service","ca-central-1"
"UC3RBVHEQ6QMZN8S","JRTCKXETXF","UC3RBVHEQ6QMZN8S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per Requests for Requests-INT-DAA-Tier3:RestoreObject in EU (Paris)","2023-07-01","0","Inf","Requests","0.0000000000","USD",,"AmazonS3","EU (Paris)","AWS Region",,,,,,"S3-API-DAA-TIER3","Standard INT Restore Requests",,,,,,"EUW3-Requests-INT-DAA-Tier3","RestoreObject",,,,"eu-west-3","Amazon Simple Storage Service",
"UCDC8KQ2MNAZ9YTE","JRTCKXETXF","UCDC8KQ2MNAZ9YTE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - Korea-Asia Pacific Data Transfer for Multi Region Access Points to India-Asia Pacific","2023-07-01","0","Inf","GB","0.0100000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","KR","AWS Region","IN","AWS Region","KR-IN-MRAP-In-Bytes","",,"",,,"Amazon Simple Storage Service",""
"UCE7MSKM2JS7X6JN","JRTCKXETXF","UCE7MSKM2JS7X6JN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to US West (N. California)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Seoul)","AWS Region","US West (N. California)","AWS Region","APN2-USW1-S3RTC-Out-Bytes","",,"ap-northeast-2",,,"Amazon Simple Storage Service","us-west-1"
"UCGH7NWG8UYUDSRD","JRTCKXETXF","UCGH7NWG8UYUDSRD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0355 per GB-Mo for TimedStorage-ByteHrs:INTDAAS3ObjectOverhead in AWS GovCloud (US-West)","2023-07-01","0","Inf","GB-Mo","0.0355000000","USD","Storage","AmazonS3","AWS GovCloud (US-West)","AWS Region","N/A","Intelligent-Tiering","INTDAAObjectOverhead",,,,,,,,,,"UGW1-TimedStorage-ByteHrs","INTDAAS3ObjectOverhead","N/A",,,"us-gov-west-1","Amazon Simple Storage Service",
"UCQDNYBK8C7BTMV6","JRTCKXETXF","UCQDNYBK8C7BTMV6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0043 per 10,000 GET and all other requests from Glacier","2023-07-01","0","Inf","Requests","0.0000004300","USD",,"AmazonS3","Europe (Spain)","AWS Region",,,,,,"S3-API-GLACIER-Tier2","GET and all other requests to GLACIER",,,,,,"EUS2-Requests-GLACIER-Tier2","",,,,"eu-south-2","Amazon Simple Storage Service",
"UCTYBKZGQPEHM79R","JRTCKXETXF","UCTYBKZGQPEHM79R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0144 per GB-Month prorated for small objects deleted or overwritten before 30 days in Standard-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0144000000","USD","Fee","AmazonS3","US West (N. California)","AWS Region",,,,"S3:EarlyDelete-SIA-SmallObjects","Pro-rated fee for small objects deleted before 30 days in Standard-Infrequent Access volume",,,,,,,,"USW1-EarlyDelete-SIA-SmObjects","",,,,"us-west-1","Amazon Simple Storage Service",
"UD9NPM6CKSYC6TUR","JRTCKXETXF","UD9NPM6CKSYC6TUR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per 1,000 PUT, COPY, POST or LIST requests to Glacier Instant Retrieval","2023-07-01","0","Inf","Requests","0.0000200000","USD",,"AmazonS3","Asia Pacific (Jakarta)","AWS Region",,,,,,"S3-API-GIR-Tier1","PUT/COPY/POST or LIST requests to Glacier Instant Retrieval",,,,,,"APS4-Requests-GIR-Tier1","",,,,"ap-southeast-3","Amazon Simple Storage Service",
"UDCFCDTHRYCZF3UQ","JRTCKXETXF","UDCFCDTHRYCZF3UQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for Standard-Retrieval-Bytes:IntDAARestoreObject in Middle East (UAE)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3","Middle East (UAE)","AWS Region",,,,,,"INT-DAA-RestoreObject","Standard INT Retrieval",,,,,,"MEC1-Standard-Retrieval-Bytes","IntDAARestoreObject",,,,"me-central-1","Amazon Simple Storage Service",
"UDS7BPFBC39U3TCH","JRTCKXETXF","UDS7BPFBC39U3TCH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0036 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:IntelligentTieringAAStorage in US East (N. Virginia)","2023-07-01","0","Inf","GB-Mo","0.0036000000","USD","Storage","AmazonS3","US East (N. Virginia)","AWS Region","N/A","Intelligent-Tiering","IntelligentTieringArchiveAccess",,,,,,,,,,"TimedStorage-INT-AA-ByteHrs","","N/A",,,"us-east-1","Amazon Simple Storage Service",
"UDTB34UXFKZSN476","JRTCKXETXF","UDTB34UXFKZSN476.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for Standard-Retrieval-Bytes:IntDAARestoreObject in US East (Ohio)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3","US East (Ohio)","AWS Region",,,,,,"INT-DAA-RestoreObject","Standard INT Retrieval",,,,,,"USE2-Standard-Retrieval-Bytes","IntDAARestoreObject",,,,"us-east-2","Amazon Simple Storage Service",
"UE87QRFFVNPNZBMQ","JRTCKXETXF","UE87QRFFVNPNZBMQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000100000","USD","API Request","AmazonS3","EU (Ireland)","AWS Region",,,,,,"S3-API-SIA-Tier1","PUT/COPY/POST or LIST requests to Standard-Infrequent Access",,,,,,"EU-Requests-SIA-Tier1","",,,,"eu-west-1","Amazon Simple Storage Service",
"UEDUTPMM87RJSKJH","JRTCKXETXF","UEDUTPMM87RJSKJH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.014 per GB - Standard retrieval fee","2023-07-01","0","Inf","GB","0.0140000000","USD",,"AmazonS3","South America (Sao Paulo)","AWS Region",,,,"S3-Standard-Retrieval","Fee for Standard Retrieval of data stored",,,,,,,,"SAE1-Standard-Retrieval-Bytes","RestoreObject",,,,"sa-east-1","Amazon Simple Storage Service",
"UEEYVCH885RWCKX6","JRTCKXETXF","UEEYVCH885RWCKX6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to EU (London)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","EU (London)","AWS Region","SAE1-EUW2-S3RTC-Out-Bytes","",,"sa-east-1",,,"Amazon Simple Storage Service","eu-west-2"
"UEFXZB88P8W7ZSUU","JRTCKXETXF","UEFXZB88P8W7ZSUU.JRTCKXETXF.PGHJ3S3EYE","OnDemand","$0.024 per GB-Mo for EarlyDelete-INT in Spain","2023-07-01","0","51200","GB-Mo","0.0240000000","USD",,"AmazonS3","Europe (Spain)","AWS Region",,,,"S3:EarlyDelete-INT","Pro-rated fee for objects deleted before 30 days in Intelligent-Tiering volume",,,,,,,,"EUS2-EarlyDelete-INT","",,,,"eu-south-2","Amazon Simple Storage Service",
"UEFXZB88P8W7ZSUU","JRTCKXETXF","UEFXZB88P8W7ZSUU.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.023 per GB-Mo for EarlyDelete-INT in Spain","2023-07-01","51200","512000","GB-Mo","0.0230000000","USD",,"AmazonS3","Europe (Spain)","AWS Region",,,,"S3:EarlyDelete-INT","Pro-rated fee for objects deleted before 30 days in Intelligent-Tiering volume",,,,,,,,"EUS2-EarlyDelete-INT","",,,,"eu-south-2","Amazon Simple Storage Service",
"UEFXZB88P8W7ZSUU","JRTCKXETXF","UEFXZB88P8W7ZSUU.JRTCKXETXF.PXJDJ3YRG3","OnDemand","$0.022 per GB-Mo for EarlyDelete-INT in Spain","2023-07-01","512000","Inf","GB-Mo","0.0220000000","USD",,"AmazonS3","Europe (Spain)","AWS Region",,,,"S3:EarlyDelete-INT","Pro-rated fee for objects deleted before 30 days in Intelligent-Tiering volume",,,,,,,,"EUS2-EarlyDelete-INT","",,,,"eu-south-2","Amazon Simple Storage Service",
"UEGBKAQFUMWBGNUA","JRTCKXETXF","UEGBKAQFUMWBGNUA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036 per GB for Expedited-Retrieval-Bytes in Milan","2023-07-01","0","Inf","GB","0.0360000000","USD","Fee","AmazonS3","EU (Milan)","AWS Region",,,,"S3-Expedited-Retrieval","Fee for Expedited Retrieval of data stored",,,,,,,,"EUS1-Expedited-Retrieval-Bytes","",,,,"eu-south-1","Amazon Simple Storage Service",
"UEGRMHX7TKEUKR4R","JRTCKXETXF","UEGRMHX7TKEUKR4R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0007 per GB - for bytes returned by S3 Select in Intelligent - Tiering","2023-07-01","0","Inf","GB","0.0007000000","USD",,"AmazonS3","EU (Stockholm)","AWS Region",,,,,,"S3-API-INT-Select-Returned","Data Returned by S3 Select in Intelligent-Tiering",,,,,,"EUN1-Select-Returned-INT-Bytes","",,,,"eu-north-1","Amazon Simple Storage Service",
"UET4W95KXRQMHYF5","JRTCKXETXF","UET4W95KXRQMHYF5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Stockholm) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Stockholm)","AWS Region","Asia Pacific (Mumbai)","AWS Region","EUN1-APS3-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-north-1",,,"Amazon Simple Storage Service","ap-south-1"
"UEY8QZVH8E9TAVQ6","JRTCKXETXF","UEY8QZVH8E9TAVQ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0119 per GB-Mo for TimedStorage-ZIA-ByteHrs in Cape Town","2023-07-01","0","Inf","GB-Mo","0.0119000000","USD","Storage","AmazonS3","Africa (Cape Town)","AWS Region","99.5%","Infrequent Access","One Zone - Infrequent Access",,,,,,,,,,"AFS1-TimedStorage-ZIA-ByteHrs","","99.999999999%",,,"af-south-1","Amazon Simple Storage Service",
"UEYZ9CB6Y3WAACY4","JRTCKXETXF","UEYZ9CB6Y3WAACY4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01104 per GB-Month prorated for small objects deleted or overwritten before 30 days in One Zone-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0110400000","USD","Fee","AmazonS3","Middle East (Bahrain)","AWS Region",,,,"S3:EarlyDelete-ZIA-SmallObjects","Pro-rated fee for small objects deleted before 30 days in One Zone-Infrequent Access volume",,,,,,,,"MES1-EarlyDelete-ZIA-SmObjects","",,,,"me-south-1","Amazon Simple Storage Service",
"UFK67Q5R3SFUXPMD","JRTCKXETXF","UFK67Q5R3SFUXPMD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Bulk retrieval","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3","Middle East (Bahrain)","AWS Region",,,,"S3-Bulk-Retrieval","Fee for Bulk Retrieval of data stored",,,,,,,,"MES1-Bulk-Retrieval-Bytes","RestoreObject",,,,"me-south-1","Amazon Simple Storage Service",
"UFRSU6JFQC7H8PB8","JRTCKXETXF","UFRSU6JFQC7H8PB8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (London) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (London)","AWS Region","Asia Pacific (Mumbai)","AWS Region","EUW2-APS3-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-west-2",,,"Amazon Simple Storage Service","ap-south-1"
"UG2DNDUCN5UNNXZ5","JRTCKXETXF","UG2DNDUCN5UNNXZ5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.004 per 10,000 GET and all other requests from Glacier","2023-07-01","0","Inf","Requests","0.0000004000","USD",,"AmazonS3","Asia Pacific (Hong Kong)","AWS Region",,,,,,"S3-API-GLACIER-Tier2","GET and all other requests to GLACIER",,,,,,"APE1-Requests-GLACIER-Tier2","",,,,"ap-east-1","Amazon Simple Storage Service",
"UG34QFJJTRYGCY52","JRTCKXETXF","UG34QFJJTRYGCY52.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05 per 1,000 Lifecycle requests to Glacier Deep Archive in US East (Virginia)","2023-07-01","0","Inf","Requests","0.0000500000","USD",,"AmazonS3","US East (Ohio)","AWS Region",,,,,,"S3-API-Tier3","Lifecycle Transition Requests into Glacier Deep Archive",,,,,,"USE2-Requests-Tier3","S3-GDATransition",,,,"us-east-2","Amazon Simple Storage Service",
"UG67NJWWQEWZBJ94","JRTCKXETXF","UG67NJWWQEWZBJ94.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to Europe (Spain)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","Europe (Spain)","AWS Region","APS1-EUS2-S3RTC-In-Bytes","",,"ap-southeast-1",,,"Amazon Simple Storage Service","eu-south-2"
"UGD4NC2QU49BFTB4","JRTCKXETXF","UGD4NC2QU49BFTB4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0008 per GB - for bytes returned by S3 Select in Standard","2023-07-01","0","Inf","GB","0.0008000000","USD","API Request","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,,,"S3-API-Select-Returned","Data Returned by S3 Select in Standard",,,,,,"APN2-Select-Returned-Bytes","",,,,"ap-northeast-2","Amazon Simple Storage Service",
"UGFT2M6MJNCGNNEW","JRTCKXETXF","UGFT2M6MJNCGNNEW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00765 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:IntelligentTieringAAStorage in South America (Sao Paulo)","2023-07-01","0","Inf","Gigabyte Month","0.0076500000","USD","Storage","AmazonS3","South America (Sao Paulo)","AWS Region","N/A","Intelligent-Tiering","IntelligentTieringArchiveAccess",,,,,,,,,,"SAE1-TimedStorage-INT-AA-ByteHrs","","N/A",,,"sa-east-1","Amazon Simple Storage Service",
"UH46PWBEY65E4XUD","JRTCKXETXF","UH46PWBEY65E4XUD.JRTCKXETXF.PGHJ3S3EYE","OnDemand","$0.025 per GB-Mo for TimedStorage-INT-FA-ByteHrs in Asia Pacific (Hyderabad)","2023-07-01","0","51200","GB-Mo","0.0250000000","USD","Storage","AmazonS3","Asia Pacific (Hyderabad)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"APS5-TimedStorage-INT-FA-ByteHrs","","N/A",,,"ap-south-2","Amazon Simple Storage Service",
"UH46PWBEY65E4XUD","JRTCKXETXF","UH46PWBEY65E4XUD.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.024 per GB-Mo for TimedStorage-INT-FA-ByteHrs in Asia Pacific (Hyderabad)","2023-07-01","51200","512000","GB-Mo","0.0240000000","USD","Storage","AmazonS3","Asia Pacific (Hyderabad)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"APS5-TimedStorage-INT-FA-ByteHrs","","N/A",,,"ap-south-2","Amazon Simple Storage Service",
"UH46PWBEY65E4XUD","JRTCKXETXF","UH46PWBEY65E4XUD.JRTCKXETXF.PXJDJ3YRG3","OnDemand","$0.023 per GB-Mo for TimedStorage-INT-FA-ByteHrs in Asia Pacific (Hyderabad)","2023-07-01","512000","Inf","GB-Mo","0.0230000000","USD","Storage","AmazonS3","Asia Pacific (Hyderabad)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Frequent Access",,,,,,,,,,"APS5-TimedStorage-INT-FA-ByteHrs","","N/A",,,"ap-south-2","Amazon Simple Storage Service",
"UH68GABJ6VBGYFPU","JRTCKXETXF","UH68GABJ6VBGYFPU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 transitions to Standard-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000100000","USD",,"AmazonS3","Asia Pacific (Jakarta)","AWS Region",,,,,,"S3-API-Tier4","Lifecycle Transition Requests into Standard-Infrequent Access",,,,,,"APS4-Requests-Tier4","S3-SIATransition",,,,"ap-southeast-3","Amazon Simple Storage Service",
